Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,87.5,94.2,96.1,98.0,100.3,102.7,105.2,107.3,110.1,118.0,115.7,118.0,120.8,123.6,126.9,130.1
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,68.2,70.0,71.6,73.1,74.9,77.0,79.1,81.0,83.1,85.5,57.6,58.7,60.0,61.4,62.8,64.3
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,82.8,83.4,85.1,86.9,89.1,91.3,93.5,95.6,97.7,100.5,104.4,106.4,108.7,111.2,114.0,116.5
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,43.6,44.9,46.0,47.0,48.0,48.9,49.9,50.7,52.3,53.7,38.8,39.5,40.4,41.5,42.8,44.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,70.7,74.2,75.7,77.2,78.9,80.9,82.9,84.7,86.6,87.1,87.5,88.8,91.7,93.6,96.0,98.4
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,75.3,81.1,82.9,84.5,86.4,88.2,89.9,91.9,93.7,95.8,98.0,100.0,102.3,104.4,106.9,109.0
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,83.6,86.5,88.2,89.8,91.8,93.9,96.3,98.4,100.6,103.6,106.2,108.4,111.0,113.7,116.6,119.6
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,359.1,365.0,371.2,377.1,383.8,390.5,397.1,403.6,409.8,416.7,424.9,432.2,441.1,450.2,459.1,467.5
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,38.8,40.0,40.8,41.3,41.9,42.5,43.0,43.5,43.9,44.4,45.1,45.7,46.7,48.1,49.6,51.0
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,8.4,8.3,8.4,8.5,8.6,8.8,8.9,9.0,9.0,9.1,9.1,9.2,9.3,9.4,9.5,9.5
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,16.3,18.2,18.5,18.9,19.2,19.6,20.0,20.4,20.8,21.3,21.6,22.0,22.5,23.2,23.8,24.3
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,25.2,22.4,22.8,23.2,23.7,24.1,24.5,24.8,25.3,25.6,26.2,26.6,27.2,27.7,28.1,28.5
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,53.7,56.0,56.9,57.9,59.0,60.0,61.0,62.0,63.1,64.3,65.4,66.7,67.9,69.1,70.5,71.7
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,32.7,32.7,33.3,33.9,34.6,35.2,35.9,36.7,37.2,37.9,38.6,39.2,40.0,40.8,41.4,42.1
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,29.4,30.0,30.6,31.1,31.7,32.4,32.9,33.5,34.2,34.9,35.8,36.6,37.6,38.5,39.4,40.2
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,28.0,28.5,29.0,29.6,30.1,30.6,31.2,31.8,32.2,32.8,33.5,34.0,34.6,35.1,35.6,36.1
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,29.9,31.3,32.0,32.6,33.3,34.1,34.9,35.5,36.4,37.0,38.1,39.0,40.1,41.1,41.8,42.7
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,55.8,56.2,56.8,57.4,58.3,59.2,60.2,61.1,61.8,62.7,63.8,64.7,65.8,67.0,68.2,69.3
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,40.9,41.4,42.1,42.7,43.4,44.0,44.6,45.3,45.9,46.7,47.7,48.5,49.4,50.2,51.2,52.1
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1292.4,1315.5,1330.0,1343.7,1360.0,1377.0,1396.1,1415.0,1431.7,1451.5,1474.2,1491.9,1475.7,1502.1,1531.6,1560.3
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,24.0,24.2,25.6,26.2,26.9,28.0,28.6
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,63.2,56.5,57.4,58.1,59.0,59.7,60.4,61.2,61.8,62.5,63.5,64.6,65.5,68.9,71.2,72.3
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,83.0,83.7,84.9,86.0,87.4,88.5,89.8,91.3,91.4,92.5,93.8,95.3,87.2,89.2,91.2,92.7
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,43.7,42.6,43.0,43.3,43.8,44.3,44.7,45.2,45.7,46.2,46.9,47.5,49.1,50.2,51.3,52.1
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,71.5,71.1,71.1,72.2,73.2,73.8,74.5,75.6,75.9,76.6,77.3,80.1,81.2,82.8,85.3,86.6
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,18.3,18.8,19.4,19.9,20.2,20.6,20.9
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,29.0,29.4,30.0,38.7,39.9,41.7,42.6
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,47.0,45.8,46.4,46.7,47.4,48.2,49.0,49.5,50.3,51.0,51.9,52.6,53.6,54.6,55.6,56.6
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,58.4,59.7,60.3,61.1,61.8,62.6,63.5,64.3,46.9,47.6,48.4,49.1,54.1,55.1,56.1,57.1
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,72.2,68.5,69.7,70.9,72.3,73.4,74.8,75.9,76.9,78.2,79.5,80.7,81.1,82.6,83.9,85.3
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,75.5,79.1,79.6,80.1,80.5,81.2,82.0,82.9,83.4,84.4,85.4,86.5,87.4,88.6,89.3,90.2
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,54.8,55.8,56.4,57.2,58.0,58.9,59.7,60.6,61.4,62.5,63.7,64.6,66.1,67.3,68.3,69.5
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,49.0,50.3,50.4,50.7,51.1,51.7,52.3,52.9,53.5,54.1,55.0,56.1,57.1,58.3,59.1,60.1
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,162.3,173.1,175.5,177.1,179.4,181.9,184.5,186.4,99.8,100.8,102.3,101.5,86.4,87.1,89.1,91.1
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,58.5,59.9,60.1,60.7,61.5,62.3,63.3,64.6,65.6,66.6,67.9,69.6,68.6,68.8,69.7,71.0
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,86.2,91.3,93.1,93.6,93.6,94.2,95.1,96.1,97.4,98.6,99.9,100.8,86.3,86.3,87.5,89.2
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,64.4,67.2,68.3,69.4,70.7,71.9,73.2,74.4,75.4,76.8,78.3,79.7,87.1,88.6,90.1,92.0
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,43.4,46.5,46.7,46.9,47.3,47.8,48.4,48.9,49.5,50.3,51.0,51.7,52.6,51.8,51.7,52.7
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,85.5,86.1,87.0,87.9,89.0,90.3,91.7,93.2,71.8,73.1,74.4,71.0,66.4,67.2,68.3,70.0
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,60.1,60.2,60.5,60.7,61.4,62.0,63.1,64.1,65.0,66.0,67.1,68.4,69.9,71.5,72.9,74.3
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,113.7,118.1,119.6,121.1,122.6,124.3,126.1,127.9,100.8,102.5,104.1,104.3,95.9,98.3,99.9,101.8
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6,89.9,91.4,92.8,95.3,97.9,100.8,103.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1540.4,1619.8,1646.5,1671.8,1701.5,1731.8,1762.8,1793.6,1822.4,1855.0,1890.3,1925.0,1964.6,2005.6,2049.5,2092.0
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,116.2,123.5,125.2,129.2,131.0,132.6,134.1,135.9,137.9,140.4,142.6,144.9,147.6,155.0,158.5,161.7
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,108.7,108.9,110.4,111.8,113.5,115.1,116.9,118.7,120.0,121.6,123.6,125.4,127.2,149.1,151.4,154.0
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,38.2,40.6,41.2,41.8,42.5,43.2,44.0,44.7,45.4,46.1,46.9,47.7,48.7,49.6,50.8,51.8
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,99.9,102.9,104.6,106.0,107.7,109.5,111.2,112.9,114.4,116.0,117.9,119.9,121.8,124.2,127.8,130.1
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,88.5,93.3,94.7,96.0,97.4,99.1,100.7,102.2,103.6,105.4,107.4,109.4,111.8,114.3,116.7,119.1
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,77.8,82.9,84.1,85.3,86.9,88.4,90.0,91.6,93.4,95.4,97.3,99.4,102.0,104.5,106.8,109.4
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,88.1,89.6,91.2,92.9,94.7,96.6,98.7,100.5,102.3,104.3,106.5,108.9,111.2,113.6,116.3,119.0
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,90.4,97.6,99.4,101.0,103.1,105.2,107.3,109.4,111.3,113.5,115.9,118.1,120.7,123.4,126.4,129.2
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,90.7,98.0,99.8,101.5,103.4,105.3,107.3,109.3,111.1,113.1,115.2,116.9,118.9,120.8,123.1,125.4
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,102.0,111.5,113.2,115.0,117.0,119.0,121.1,123.3,125.3,127.4,129.7,132.0,134.6,137.1,139.7,142.2
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,91.7,95.0,96.7,98.4,100.3,102.3,104.4,106.5,108.4,110.7,113.0,115.2,118.1,117.6,120.3,123.1
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,82.9,87.2,88.7,90.1,91.8,93.5,95.3,96.9,98.5,100.2,102.1,103.8,105.9,107.9,110.4,112.6
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,31.0,32.2,33.2,34.0,34.8,35.7,36.4,37.1,37.9,38.6,39.5,40.2,41.0,41.8,42.7,44.0
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,79.4,87.5,88.7,90.0,91.6,93.3,95.1,96.7,98.5,100.4,102.4,104.6,107.0,109.4,111.1,113.3
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,97.7,100.3,102.3,104.4,106.7,109.0,111.1,113.3,115.2,117.4,119.7,121.8,124.3,116.5,119.5,122.1
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,92.7,96.6,98.0,96.6,98.0,99.5,101.1,102.8,104.2,105.9,108.0,110.1,112.4,110.7,113.1,115.4
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,72.3,73.9,75.1,76.2,77.7,79.1,80.6,82.2,83.6,85.2,87.0,88.9,91.1,87.2,89.4,91.4
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,49.2,51.0,51.8,52.5,53.4,54.5,55.6,56.7,57.6,58.6,59.7,60.7,61.9,63.2,64.5,65.9
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,43.0,47.3,48.2,49.1,50.0,50.9,51.9,52.9,53.8,54.8,55.9,57.1,58.4,59.7,61.0,62.3
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,778.2,797.3,811.5,824.4,840.3,856.4,872.4,887.6,902.0,917.7,933.4,946.8,962.5,979.7,998.9,1017.6
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,67.6,67.8,68.2,68.3,68.8,69.3,69.7,70.1,70.5,71.3,72.2,72.9,73.7,75.1,76.7,77.9
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,44.9,45.7,46.3,47.2,48.1,49.0,49.7
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,67.3,68.0,69.4,70.8,72.3,73.8,75.2,76.6,78.0,79.5,81.0,82.4,83.9,85.5,87.4,89.2
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,62.5,64.7,65.6,66.5,67.8,68.9,70.2,71.6,72.5,73.6,74.8,75.7,76.9,78.3,79.7,81.0
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,70.7,73.2,74.6,75.9,77.4,79.1,80.7,82.1,83.5,85.0,86.5,87.6,88.8,90.2,91.9,93.5
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,79.0,82.0,83.7,85.2,86.9,88.6,90.6,92.4,94.4,96.2,98.1,99.8,102.0,103.8,106.0,108.5
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,103.6,104.8,106.7,108.4,110.5,112.7,114.8,117.0,119.0,121.1,123.3,98.3,99.2,101.0,103.0,105.0
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,27.9,28.5,29.3,29.9
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,77.0,79.6,81.1,82.6,84.2,85.9,87.6,89.0,90.5,92.2,93.6,95.1,96.7,98.5,100.3,102.2
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,98.4,99.2,101.1,102.9,105.2,107.4,109.5,111.5,69.3,70.6,71.9,73.1,74.4,75.7,77.1,78.9
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,69.7,70.8,72.3,73.7,75.4,77.1,78.7,80.2,81.5,83.1,84.5,85.8,87.1,88.5,90.1,91.8
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,46.7,50.1,51.0,51.8,52.8,53.9,54.9,55.9,56.6,57.5,58.4,59.1,60.0,61.0,62.1,63.0
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,35.7,37.1,37.8,38.3,39.0,39.7,40.5,41.2,41.9,42.7,43.4,43.9,44.7,45.5,46.3,47.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,1103.5,1123.9,1131.5,1143.6,1145.8,1154.5,1165.6,1181.6,1202.5,1225.2,1256.5,1318.7,1402.2,1449.7,1492.1,1527.9
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,118.5,122.6,122.5,123.2,123.1,124.2,125.6,127.0,129.7,131.4,134.8,137.8,141.7,145.6,148.8,149.9
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,13.5,14.1,14.2,14.3,14.4,14.6,14.8,15.3,15.6,16.1,16.6,14.9,23.7,27.0,29.3,31.9
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,148.8,149.4,150.2,151.6,150.5,150.8,152.2,154.4,157.0,159.3,164.8,170.6,174.0,178.0,182.6,187.1
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,126.8,125.5,127.2,128.9,128.9,129.2,130.0,131.3,132.9,134.3,137.0,141.9,154.3,161.0,164.9,167.9
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,61.9,60.7,61.1,61.9,62.0,62.5,63.2,64.1,65.2,66.2,66.5,69.2,70.8,72.6,74.0,75.0
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,142.4,146.8,148.7,150.7,152.0,154.3,156.8,159.6,162.1,165.3,167.2,170.2,173.3,176.3,178.8,180.9
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,152.5,157.4,160.4,161.6,161.5,163.2,165.2,167.8,170.4,173.5,177.0,183.1,187.2,192.0,196.6,200.5
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,72.9,76.7,76.9,78.1,79.0,79.7,80.7,82.0,84.5,87.5,93.8,51.9,68.7,80.4,83.2,85.6
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,58.2,56.8,56.4,56.1,55.6,55.8,55.8,56.2,57.1,58.0,58.0,59.5,60.8,62.3,65.6,68.7
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,99.9,104.5,104.4,105.7,106.1,106.5,106.9,108.0,110.2,113.4,118.2,126.7,138.2,141.8,147.1,151.7
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,77.5,77.9,84.9,91.8
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,108.1,109.4,109.5,111.5,112.7,113.7,114.4,115.9,117.8,120.2,122.6,128.8,132.0,134.8,136.3,136.9
