Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,134.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,1.0
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,44.0,31.0,26.0,24.0,23.0,26.0,27.0,26.0,38.0,18.0,18.0,13.0,18.0,29.0,25.0
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,8.0,3.0,0.0,10.0,10.0,1.0,2.0,3.0,3.0,5.0,6.0,8.0,6.0,6.0,15.0
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,6.0,5.0,8.0,7.0,1.0,3.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,13.0,8.0,7.0,2.0,0.0,2.0,12.0,16.0,11.0,1.0,1.0,1.0,3.0,6.0,2.0
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Бухоро тумани,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,2.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,14.0,3.0,0.0,1.0,2.0,2.0,1.0
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,0.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,6.0,8.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,5.0,1.0
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,4.0,1.0,4.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,114.0,81.0,74.0,77.0,41.0,56.0,27.0,24.0,59.0,58.0,4.0,8.0,25.0,39.0,21.0
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,18.0,7.0,8.0,11.0,5.0,12.0,3.0,0.0,7.0,3.0,0.0,1.0,2.0,3.0,0.0
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,9.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,8.0,1.0,2.0,5.0,1.0,13.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,29.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,21.0,42.0,51.0,57.0,22.0,26.0,15.0,20.0,46.0,48.0,3.0,1.0,12.0,32.0,18.0
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,3.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,1.0
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,17.0,12.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,500.0,636.0,583.0,512.0,317.0,42.0,15.0,9.0,14.0,15.0,2.0,14.0,14.0,23.0,6.0
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,28.0,33.0,30.0,33.0,25.0,10.0,7.0,5.0,4.0,3.0,1.0,10.0,11.0,13.0,1.0
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,294.0,431.0,388.0,403.0,285.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,5.0
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,114.0,111.0,133.0,41.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,6.0,3.0,7.0,3.0,2.0,20.0,8.0,1.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,29.0,45.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,21.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,445.0,330.0,408.0,189.0,193.0,147.0,128.0,107.0,61.0,121.0,46.0,40.0,56.0,45.0,12.0
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,83.0,34.0,89.0,50.0,42.0,23.0,29.0,24.0,6.0,19.0,1.0,0.0,8.0,28.0,5.0
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,103.0,80.0,79.0,88.0,82.0,74.0,54.0,45.0,31.0,36.0,23.0,0.0,0.0,2.0,1.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,12.0,6.0,10.0,9.0,9.0,11.0,9.0,9.0,4.0,27.0,13.0,26.0,27.0,3.0,0.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,4.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,50.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,12.0,6.0,6.0,10.0,12.0,17.0,6.0,11.0,6.0,10.0,6.0,3.0,6.0,8.0,2.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,16.0,17.0,24.0,16.0,29.0,13.0,16.0,10.0,9.0,20.0,3.0,10.0,15.0,2.0,2.0
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,164.0,184.0,194.0,9.0,13.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,36.0,57.0,26.0,14.0,4.0,7.0,5.0,5.0,12.0,60.0,8.0,28.0,23.0,36.0,12.0
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,9.0,13.0,7.0,3.0,0.0,0.0,1.0,2.0,1.0,13.0,3.0,5.0,15.0,16.0,8.0
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,3.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714219,Pop tumani,Папский район,Pop district,Поп тумани,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,11.0,1.0,6.0,0.0
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,0.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,9.0,0.0
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,43.0,1.0,11.0,0.0,0.0,0.0
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,3.0
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,15.0,20.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,228.0,50.0,294.0,367.0,191.0,195.0,123.0,145.0,111.0,93.0,20.0,7.0,18.0,20.0,17.0
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,114.0,34.0,145.0,112.0,99.0,97.0,62.0,57.0,58.0,54.0,7.0,4.0,4.0,0.0,8.0
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,2.0,2.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,2.0,1.0,7.0,6.0,5.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,2.0,0.0,19.0,4.0,6.0,3.0,11.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,5.0,0.0,4.0,6.0,7.0,0.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,2.0,0.0,2.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,0.0,0.0,0.0,0.0,3.0,68.0,30.0,34.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,4.0,2.0,5.0
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,6.0,0.0,2.0,15.0,12.0,7.0,3.0,0.0,0.0,4.0,0.0,1.0,5.0,14.0,2.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,2.0,2.0,12.0,3.0,29.0,6.0,1.0,31.0,31.0,27.0,6.0,0.0,1.0,0.0,0.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,86.0,10.0,90.0,209.0,24.0,2.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,142.0,108.0,103.0,103.0,29.0,72.0,27.0,19.0,9.0,6.0,9.0,19.0,42.0,100.0,15.0
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,0.0,0.0,2.0,9.0,9.0,6.0,12.0,4.0,4.0,0.0,1.0,0.0,33.0,88.0,10.0
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,114.0,82.0,61.0,8.0,13.0,26.0,0.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,4.0,0.0,29.0,83.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,1.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,9.0,14.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,2.0,0.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,15.0,4.0,2.0,0.0
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,7.0,5.0
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,2.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
