Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,57.0,72.0,54.0,63.0,152.0,123.0,112.0,121.0,74.0,57.0,56.0,102.0,98.0,95.0,88.0
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,22.0,33.0,28.0,47.0,47.0,41.0,38.0,50.0,38.0,43.0,25.0,53.0,78.0,95.0,65.0
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,6.0,2.0,6.0,8.0,14.0,8.0,8.0,14.0,12.0,12.0,12.0,23.0,11.0,17.0,22.0
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,13.0,12.0,13.0,15.0,13.0,13.0,19.0,23.0,15.0,20.0,20.0,18.0,33.0,35.0,38.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,856.0,1239.0,937.0,1331.0,1733.0,1553.0,1641.0,1763.0,2134.0,2105.0,1817.0,2374.0,3152.0,3135.0,2741.0
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,237.0,455.0,363.0,480.0,648.0,575.0,553.0,551.0,657.0,589.0,513.0,776.0,1047.0,1031.0,903.0
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,24.0,50.0,31.0,36.0,40.0,46.0,73.0,57.0,74.0,72.0,55.0,64.0,65.0,84.0,52.0
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,32.0,42.0,46.0,45.0,77.0,63.0,73.0,78.0,97.0,107.0,90.0,148.0,160.0,154.0,150.0
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,110.0,111.0,83.0,128.0,191.0,145.0,176.0,185.0,243.0,250.0,221.0,335.0,420.0,416.0,350.0
1703206,Baliqchi tumani,Балыкчинский район,Balykchi district,Балиқчи тумани,34.0,34.0,23.0,30.0,42.0,31.0,29.0,39.0,51.0,55.0,35.0,49.0,70.0,61.0,62.0
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,22.0,24.0,18.0,30.0,42.0,33.0,21.0,45.0,39.0,42.0,40.0,51.0,67.0,56.0,65.0
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,27.0,34.0,28.0,29.0,34.0,19.0,47.0,42.0,66.0,49.0,36.0,76.0,94.0,83.0,74.0
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,27.0,30.0,21.0,52.0,59.0,63.0,71.0,83.0,121.0,111.0,107.0,80.0,111.0,110.0,90.0
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,71.0,85.0,57.0,75.0,68.0,72.0,88.0,81.0,97.0,110.0,62.0,136.0,137.0,151.0,141.0
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,8.0,11.0,8.0,6.0,12.0,8.0,9.0,7.0,22.0,10.0,12.0,20.0,32.0,21.0,17.0
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,47.0,43.0,36.0,73.0,81.0,84.0,93.0,105.0,117.0,124.0,88.0,87.0,133.0,157.0,121.0
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,53.0,109.0,82.0,113.0,131.0,111.0,120.0,122.0,135.0,150.0,173.0,155.0,231.0,236.0,185.0
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,57.0,79.0,54.0,104.0,96.0,94.0,111.0,149.0,159.0,166.0,140.0,126.0,188.0,202.0,210.0
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,43.0,47.0,34.0,34.0,86.0,72.0,74.0,94.0,98.0,92.0,104.0,111.0,167.0,166.0,149.0
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,39.0,61.0,36.0,50.0,69.0,60.0,60.0,80.0,92.0,123.0,75.0,99.0,145.0,129.0,108.0
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,25.0,24.0,17.0,46.0,57.0,77.0,43.0,45.0,66.0,55.0,66.0,61.0,85.0,78.0,64.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,657.0,522.0,655.0,775.0,1000.0,1004.0,870.0,973.0,931.0,924.0,813.0,1113.0,1431.0,1259.0,1298.0
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,242.0,246.0,357.0,391.0,517.0,560.0,445.0,540.0,493.0,526.0,427.0,578.0,637.0,587.0,572.0
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,85.0,71.0,76.0,82.0,106.0,111.0,82.0,91.0,84.0,77.0,74.0,111.0,128.0,103.0,108.0
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,7.0,13.0,10.0,21.0,36.0,13.0,25.0,26.0,21.0,15.0,15.0,34.0,47.0,58.0,54.0
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,34.0,22.0,19.0,32.0,40.0,39.0,28.0,29.0,35.0,32.0,40.0,65.0,63.0,46.0,55.0
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Бухоро тумани,21.0,13.0,23.0,17.0,29.0,17.0,31.0,32.0,29.0,22.0,21.0,22.0,49.0,46.0,50.0
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,110.0,68.0,57.0,81.0,104.0,91.0,89.0,76.0,101.0,84.0,69.0,99.0,131.0,142.0,149.0
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,0.0,0.0,0.0,8.0,7.0,10.0,7.0,8.0,7.0,3.0,8.0,14.0,14.0,19.0,23.0
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,41.0,13.0,20.0,28.0,48.0,38.0,47.0,54.0,45.0,47.0,54.0,58.0,112.0,79.0,106.0
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,7.0,6.0,10.0,9.0,16.0,9.0,13.0,9.0,6.0,11.0,10.0,16.0,18.0,16.0,16.0
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,11.0,9.0,10.0,17.0,21.0,15.0,11.0,15.0,14.0,11.0,18.0,13.0,36.0,28.0,32.0
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,56.0,22.0,27.0,30.0,27.0,46.0,38.0,32.0,33.0,35.0,38.0,32.0,65.0,39.0,35.0
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,11.0,9.0,20.0,16.0,20.0,29.0,24.0,32.0,27.0,28.0,18.0,30.0,75.0,45.0,37.0
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,32.0,30.0,26.0,43.0,29.0,26.0,30.0,29.0,36.0,33.0,21.0,41.0,56.0,51.0,61.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,286.0,231.0,236.0,438.0,518.0,506.0,533.0,605.0,631.0,553.0,538.0,656.0,944.0,980.0,1012.0
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,146.0,103.0,87.0,173.0,208.0,186.0,180.0,206.0,202.0,205.0,188.0,219.0,303.0,285.0,316.0
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,4.0,4.0,3.0,10.0,6.0,9.0,13.0,15.0,12.0,9.0,18.0,12.0,18.0,16.0,19.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,14.0,11.0,15.0,31.0,25.0,29.0,28.0,24.0,46.0,26.0,24.0,31.0,43.0,58.0,62.0
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,18.0,21.0,12.0,47.0,48.0,40.0,59.0,72.0,59.0,55.0,52.0,63.0,104.0,90.0,122.0
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,22.0,18.0,15.0,27.0,58.0,64.0,40.0,45.0,72.0,34.0,46.0,72.0,131.0,137.0,129.0
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,9.0,10.0,14.0,17.0,18.0,34.0,28.0,44.0,41.0,20.0,22.0,25.0,35.0,48.0,31.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,24.0,27.0,32.0,43.0,52.0,45.0,65.0,74.0,86.0,79.0,65.0,72.0,86.0,122.0,111.0
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,10.0,4.0,9.0,15.0,20.0,21.0,31.0,33.0,39.0,29.0,43.0,46.0,58.0,65.0,61.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,7.0,6.0,15.0,22.0,23.0,19.0,24.0,23.0,19.0,29.0,19.0,31.0,43.0,45.0,49.0
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,6.0,7.0,9.0,12.0,22.0,13.0,16.0,17.0,13.0,13.0,12.0,23.0,32.0,32.0,36.0
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,16.0,14.0,19.0,24.0,23.0,22.0,28.0,36.0,25.0,31.0,30.0,35.0,67.0,50.0,51.0
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,9.0,5.0,6.0,14.0,11.0,19.0,17.0,11.0,9.0,18.0,9.0,22.0,20.0,21.0,18.0
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,1.0,1.0,0.0,3.0,4.0,5.0,4.0,5.0,8.0,5.0,10.0,5.0,4.0,11.0,7.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,519.0,530.0,556.0,707.0,982.0,1037.0,1120.0,1133.0,948.0,917.0,1189.0,1587.0,1930.0,1790.0,1544.0
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,164.0,165.0,147.0,173.0,286.0,285.0,271.0,292.0,289.0,255.0,312.0,380.0,462.0,451.0,359.0
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,114.0,161.0,207.0,259.0,253.0,206.0
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,29.0,22.0,20.0,32.0,36.0,54.0,59.0,46.0,36.0,32.0,51.0,52.0,48.0,58.0,70.0
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,8.0,6.0,6.0,8.0,12.0,10.0,15.0,25.0,23.0,26.0,23.0,29.0,31.0,42.0,38.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,15.0,23.0,26.0,28.0,58.0,36.0,50.0,52.0,41.0,51.0,49.0,68.0,99.0,89.0,77.0
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,24.0,34.0,39.0,43.0,64.0,67.0,71.0,66.0,51.0,46.0,83.0,92.0,152.0,100.0,81.0
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,41.0,28.0,50.0,64.0,68.0,90.0,97.0,82.0,72.0,69.0,99.0,117.0,109.0,97.0,100.0
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,41.0,54.0,47.0,79.0,79.0,68.0,105.0,105.0,82.0,78.0,98.0,125.0,139.0,118.0,124.0
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,7.0,18.0,10.0,19.0,28.0,24.0,17.0,25.0,30.0,23.0,18.0,28.0,55.0,47.0,26.0
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,21.0,21.0,25.0,28.0,36.0,37.0,45.0,32.0,33.0,28.0,57.0,52.0,70.0,72.0,60.0
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,21.0,22.0,35.0,17.0,39.0,58.0,51.0,62.0,49.0,45.0,63.0,107.0,107.0,98.0,68.0
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,7.0,19.0,11.0,15.0,25.0,32.0,36.0,30.0,26.0,28.0,33.0,50.0,81.0,56.0,49.0
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,20.0,19.0,23.0,27.0,42.0,47.0,46.0,64.0,26.0,26.0,32.0,60.0,97.0,78.0,88.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,67.0,64.0,81.0,125.0,152.0,173.0,186.0,171.0,22.0,32.0,41.0,106.0,89.0,78.0,79.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,54.0,35.0,36.0,49.0,57.0,56.0,71.0,81.0,66.0,64.0,69.0,114.0,132.0,135.0,108.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,418.0,562.0,488.0,638.0,717.0,711.0,615.0,721.0,571.0,533.0,514.0,694.0,830.0,883.0,707.0
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,131.0,212.0,188.0,279.0,308.0,310.0,243.0,274.0,251.0,192.0,212.0,286.0,322.0,388.0,282.0
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,135.0,159.0,139.0,145.0,158.0,109.0,98.0,135.0,109.0,109.0,102.0,134.0,132.0,86.0,81.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,11.0,20.0,16.0,18.0,11.0,23.0,20.0,19.0,11.0,25.0,19.0,17.0,39.0,31.0,24.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,14.0,44.0,17.0,30.0,39.0,47.0,41.0,45.0,35.0,21.0,31.0,50.0,54.0,67.0,47.0
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,10.0,5.0,7.0,2.0,16.0,21.0,31.0,12.0,7.0,12.0,14.0,16.0,16.0,20.0,13.0
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,27.0,32.0,31.0,58.0,60.0,72.0,76.0,82.0,46.0,54.0,44.0,59.0,74.0,91.0,92.0
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,14.0,15.0,24.0,20.0,28.0,23.0,24.0,37.0,31.0,24.0,21.0,36.0,43.0,44.0,42.0
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,4.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,4.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,54.0,57.0,44.0,48.0,56.0,47.0,26.0,57.0,42.0,41.0,28.0,47.0,61.0,60.0,42.0
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,18.0,15.0,20.0,34.0,36.0,54.0,54.0,59.0,38.0,55.0,43.0,46.0,78.0,87.0,78.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1164.0,978.0,952.0,1313.0,1656.0,1433.0,1402.0,1722.0,1700.0,1567.0,1396.0,2259.0,3112.0,2978.0,2846.0
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,409.0,404.0,325.0,423.0,514.0,464.0,491.0,578.0,546.0,490.0,411.0,861.0,1111.0,993.0,970.0
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,27.0,16.0,21.0,40.0,52.0,39.0,39.0,34.0,37.0,40.0,32.0,45.0,80.0,87.0,63.0
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,67.0,51.0,56.0,83.0,98.0,89.0,93.0,127.0,121.0,99.0,98.0,105.0,177.0,194.0,196.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,89.0,70.0,46.0,72.0,79.0,87.0,82.0,67.0,69.0,55.0,38.0,60.0,87.0,121.0,112.0
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,64.0,47.0,60.0,63.0,89.0,67.0,64.0,80.0,107.0,78.0,69.0,94.0,135.0,112.0,132.0
1714219,Pop tumani,Папский район,Pop district,Поп тумани,65.0,41.0,61.0,97.0,141.0,113.0,132.0,125.0,149.0,127.0,121.0,154.0,200.0,237.0,218.0
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,70.0,62.0,67.0,81.0,90.0,103.0,78.0,126.0,109.0,103.0,110.0,118.0,198.0,242.0,248.0
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,94.0,69.0,63.0,101.0,126.0,92.0,59.0,63.0,74.0,76.0,61.0,128.0,164.0,145.0,133.0
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,56.0,58.0,50.0,57.0,91.0,83.0,62.0,94.0,86.0,103.0,91.0,102.0,138.0,136.0,127.0
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,71.0,42.0,62.0,67.0,78.0,87.0,87.0,104.0,136.0,126.0,88.0,167.0,242.0,219.0,192.0
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,85.0,71.0,89.0,166.0,192.0,135.0,150.0,205.0,177.0,182.0,185.0,284.0,381.0,321.0,303.0
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,67.0,47.0,52.0,63.0,106.0,74.0,65.0,119.0,89.0,88.0,92.0,141.0,199.0,171.0,152.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1116.0,1022.0,1061.0,1358.0,1535.0,1497.0,1575.0,2018.0,1781.0,1615.0,1430.0,1948.0,2261.0,2065.0,1996.0
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,582.0,569.0,676.0,749.0,861.0,959.0,1011.0,1157.0,894.0,840.0,734.0,950.0,979.0,910.0,828.0
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,87.0,83.0,74.0,99.0,134.0,129.0,128.0,150.0,160.0,149.0,120.0,163.0,201.0,151.0,148.0
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,5.0,24.0,21.0,45.0,32.0,21.0,20.0,48.0,40.0,48.0,48.0,56.0,70.0,70.0,90.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,22.0,41.0,21.0,38.0,52.0,59.0,59.0,75.0,54.0,45.0,61.0,68.0,72.0,65.0,69.0
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,54.0,21.0,19.0,34.0,44.0,30.0,56.0,52.0,59.0,41.0,37.0,65.0,53.0,50.0,51.0
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,17.0,20.0,21.0,40.0,41.0,39.0,16.0,77.0,70.0,55.0,48.0,86.0,91.0,79.0,87.0
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,58.0,25.0,29.0,45.0,56.0,33.0,32.0,48.0,50.0,42.0,52.0,66.0,96.0,67.0,63.0
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,5.0,17.0,3.0,4.0,6.0,4.0,0.0,5.0,11.0,10.0,2.0,13.0,15.0,27.0,19.0
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,20.0,17.0,25.0,39.0,39.0,26.0,31.0,55.0,65.0,56.0,53.0,75.0,85.0,96.0,92.0
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,27.0,46.0,31.0,55.0,46.0,47.0,51.0,41.0,71.0,55.0,48.0,58.0,102.0,104.0,88.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,41.0,25.0,38.0,48.0,72.0,52.0,56.0,93.0,97.0,78.0,68.0,129.0,150.0,152.0,132.0
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,18.0,10.0,7.0,20.0,15.0,13.0,15.0,27.0,26.0,27.0,31.0,41.0,55.0,51.0,42.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,41.0,24.0,21.0,43.0,38.0,9.0,7.0,22.0,40.0,28.0,23.0,31.0,39.0,35.0,29.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,10.0,14.0,15.0,17.0,17.0,17.0,19.0,19.0,12.0,18.0,13.0,12.0,34.0,19.0,26.0
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,65.0,73.0,52.0,71.0,70.0,49.0,63.0,119.0,116.0,106.0,73.0,102.0,174.0,149.0,179.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,64.0,13.0,8.0,11.0,12.0,10.0,11.0,30.0,16.0,17.0,19.0,33.0,45.0,40.0,53.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,231.0,281.0,359.0,495.0,645.0,720.0,653.0,846.0,812.0,833.0,725.0,961.0,1255.0,1331.0,1220.0
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,61.0,64.0,106.0,134.0,150.0,190.0,181.0,188.0,194.0,197.0,187.0,296.0,299.0,317.0,265.0
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,13.0,13.0,9.0,22.0,28.0,41.0,21.0,35.0,39.0,42.0,35.0,63.0,70.0,76.0,79.0
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,10.0,11.0,15.0,19.0,33.0,42.0,40.0,46.0,41.0,37.0,31.0,74.0,84.0,96.0,70.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,25.0,18.0
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,8.0,15.0,9.0,24.0,34.0,25.0,27.0,46.0,41.0,32.0,38.0,40.0,41.0,66.0,54.0
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,8.0,18.0,15.0,14.0,25.0,33.0,24.0,26.0,43.0,35.0,34.0,40.0,72.0,83.0,68.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,22.0,28.0,68.0,96.0,121.0,115.0,104.0,173.0,122.0,132.0,111.0,95.0,174.0,193.0,209.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,16.0,26.0,18.0,28.0,31.0,28.0,30.0,42.0,40.0,53.0,35.0,38.0,41.0,48.0,56.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,24.0,28.0,22.0,22.0,43.0,42.0,44.0,48.0,44.0,51.0,53.0,66.0,72.0,81.0,78.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,7.0,9.0,13.0,12.0,14.0,14.0,20.0,23.0,44.0,34.0,29.0,37.0,46.0,40.0,23.0
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,9.0,10.0,24.0,28.0,30.0,27.0,28.0,44.0,51.0,40.0,44.0,48.0,83.0,57.0,58.0
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,9.0,14.0,12.0,21.0,34.0,52.0,41.0,41.0,29.0,29.0,17.0,24.0,48.0,38.0,41.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,10.0,11.0,9.0,17.0,34.0,30.0,17.0,26.0,37.0,45.0,20.0,45.0,73.0,56.0,51.0
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,20.0,15.0,18.0,29.0,34.0,41.0,28.0,48.0,47.0,51.0,56.0,41.0,74.0,75.0,75.0
