Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1735233,To‘rtko‘l tumani,Турткульский район,Turtkul district,Тўрткўл тумани,68.6,69.6,73.2,74.1,75.1,76.0,77.0,78.2,79.3,80.5,81.8,82.8,83.9,84.7,85.6,86.5
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,122.4,74.2,121.0,123.5,124.2,125.0,126.3,127.2,76.8,77.7,78.6,79.5,80.1,81.1,82.0,82.8
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,51.2,51.7,52.6,53.0,53.5,53.8,54.5,55.3,55.9,56.8,57.3,58.0,58.3,59.1,59.3,59.8
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,13.0,13.0,13.9,14.0,14.1,14.1,14.2,14.3,14.5,14.6,14.7,14.8,14.9,15.1,15.1,15.3
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,14.5,14.5,14.4,16.7,16.9,17.1,17.6,18.1,18.5,19.0,19.4,19.9,20.2,20.6,20.9,21.1
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,1358.4,1380.2,1436.5,1453.9,1476.3,1500.0,1521.3,1551.7,1576.0,1603.7,1633.9,1665.9,1699.2,1734.5,1772.4,1806.8
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,373.8,379.4,393.5,398.2,403.9,410.4,416.3,421.9,427.5,433.9,441.7,450.0,458.5,468.1,480.8,492.4
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,30.7,31.0,31.5,32.0,32.4,32.9,33.2,33.7,34.1,34.8,35.6,36.3,37.1,38.1,38.9,39.6
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,76.2,77.6,81.1,81.9,83.2,84.8,86.1,87.9,89.6,91.2,93.1,95.0,97.1,99.2,100.7,101.7
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,160.1,163.3,167.6,170.6,173.6,177.0,180.0,189.1,192.6,196.7,201.0,204.6,209.7,214.6,219.4,224.6
1703206,Baliqchi tumani,Балыкчинский район,Balykchi district,Балиқчи тумани,58.8,59.7,62.1,62.6,63.3,64.3,65.2,65.8,66.4,67.2,67.7,68.9,69.9,70.7,71.7,72.5
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,20.0,20.3,21.0,21.4,22.0,22.5,23.0,23.5,24.1,24.6,25.1,25.7,26.4,26.9,27.7,28.5
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,63.1,63.7,62.7,63.2,63.9,64.6,65.1,65.9,66.8,67.9,69.0,70.1,71.1,72.2,73.6,74.8
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,63.9,64.9,67.8,68.5,69.7,70.9,72.2,73.5,74.6,76.1,77.4,78.6,80.1,81.4,82.8,84.0
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,65.0,66.2,67.0,67.5,68.2,68.9,69.8,71.3,72.6,74.3,75.8,77.5,78.6,80.1,81.5,82.9
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,5.3,5.3,5.4,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.4,6.6,6.7,6.7
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,77.9,79.4,81.9,83.0,84.5,85.6,86.6,87.8,89.0,90.4,91.8,93.2,94.7,96.5,98.4,100.1
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,80.3,81.7,86.4,87.5,89.1,90.5,91.8,93.5,95.0,96.8,98.7,102.0,104.7,107.3,109.5,111.2
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,112.8,114.1,120.0,121.4,123.3,125.3,126.6,128.7,131.0,133.3,135.8,138.3,140.9,143.6,146.3,148.8
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,80.5,82.0,85.5,86.6,88.1,89.8,91.4,93.2,94.8,96.6,98.8,100.8,102.6,104.9,107.2,109.4
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,55.2,56.1,62.4,62.9,63.7,64.6,65.4,66.6,67.8,69.0,70.4,71.6,73.1,74.6,76.2,77.6
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,34.8,35.5,40.6,41.2,41.9,42.3,42.9,43.5,44.2,44.9,45.9,47.1,48.3,49.7,51.0,52.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,622.4,628.1,648.6,667.1,672.9,678.4,685.0,692.0,698.6,701.4,709.5,715.4,725.8,740.5,753.8,765.8
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,244.2,245.6,246.9,247.5,248.6,249.4,250.6,251.6,252.0,253.2,255.4,256.3,258.9,264.3,269.5,274.8
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,55.3,55.8,57.1,57.8,58.6,58.9,59.5,59.8,60.2,60.7,61.1,61.5,62.3,63.7,64.7,65.5
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,33.9,34.1,34.6,35.0,35.5,35.7,35.9,36.1,36.4,36.8,37.1,37.6,38.1,38.7,39.4,39.8
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,26.9,27.3,32.2,32.9,33.7,34.3,35.0,35.8,36.6,37.4,38.0,38.4,39.3,40.0,40.7,41.4
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Бухоро тумани,21.8,22.0,23.1,25.2,25.3,25.4,25.8,26.1,26.4,26.8,27.2,27.4,27.7,28.2,28.8,29.2
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,73.9,74.8,77.4,84.7,85.2,86.0,87.2,88.6,89.8,86.0,87.1,88.2,90.0,91.9,93.6,95.1
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,0.0,0.0,0.0,4.5,4.6,4.7,4.8,5.0,5.3,5.4,5.5,5.7,5.9,6.1,6.4,6.5
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,52.0,52.4,55.7,55.9,56.6,57.5,58.2,59.2,60.2,61.4,62.5,63.1,64.1,65.1,66.0,67.0
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,9.6,9.7,10.3,9.3,9.5,9.7,9.9,10.0,10.2,10.3,10.5,10.6,10.9,11.2,11.4,11.6
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,11.1,11.3,11.8,14.1,14.2,14.5,14.7,14.9,15.1,15.3,15.6,15.8,16.1,16.5,16.7,17.0
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,30.1,30.5,32.0,32.3,32.7,33.0,33.3,33.7,34.3,34.7,35.2,35.8,36.4,37.2,37.8,38.3
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,27.6,28.0,29.4,29.7,30.2,30.8,31.2,31.8,32.3,33.0,33.5,33.8,34.3,35.0,35.7,36.3
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,36.0,36.6,38.1,38.2,38.2,38.5,38.9,39.4,39.8,40.4,40.8,41.2,41.8,42.6,43.1,43.3
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,526.8,533.4,567.2,574.1,581.4,589.6,600.8,611.8,622.2,634.5,648.0,660.0,675.3,692.0,707.3,723.2
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,146.7,148.2,160.0,161.4,163.2,165.0,167.4,169.6,171.7,174.4,177.4,180.5,186.9,191.6,195.8,199.9
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,14.3,14.4,14.7,14.8,14.7,14.6,14.8,15.1,15.3,15.5,15.7,16.0,16.3,16.6,16.8,17.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,34.5,35.1,36.1,36.7,37.2,37.7,38.6,39.6,40.3,41.2,42.2,43.1,44.2,45.4,46.9,48.1
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,51.8,52.4,53.9,54.5,55.1,55.8,56.7,57.5,58.3,59.3,60.5,61.5,62.7,63.8,65.1,66.2
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,73.4,74.4,74.5,75.5,76.4,78.1,79.9,81.6,83.3,85.7,87.9,89.4,90.0,94.2,96.7,99.1
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,23.9,24.2,24.6,24.9,25.2,25.5,26.0,26.4,26.8,27.3,27.7,28.2,28.6,29.1,29.5,30.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,56.6,57.6,69.4,70.5,71.7,73.0,74.5,75.8,74.3,75.9,77.7,79.3,81.6,83.1,85.2,88.9
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,35.9,36.4,37.6,38.1,38.7,39.5,40.5,41.7,45.5,46.6,47.8,48.9,50.1,51.2,52.3,53.3
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,21.7,21.8,23.4,24.0,24.5,25.1,25.9,26.5,27.3,28.0,28.8,29.5,29.9,30.5,31.0,31.5
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,19.5,19.9,20.3,20.5,20.8,20.8,21.1,21.6,22.0,22.4,22.7,23.1,23.5,24.0,24.5,24.8
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,29.1,29.4,32.4,32.7,33.2,33.6,34.1,34.7,35.2,35.6,36.4,37.0,37.6,38.2,39.0,39.7
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,14.4,14.6,15.2,15.4,15.5,15.6,15.9,16.2,16.5,16.8,17.2,17.4,17.7,18.0,18.2,18.4
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,5.0,5.0,5.1,5.1,5.2,5.3,5.4,5.5,5.7,5.8,6.0,6.1,6.2,6.3,6.3,6.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1135.7,1157.3,1203.2,1225.3,1250.8,1274.5,1300.7,1326.3,1357.5,1383.6,1410.4,1432.8,1460.0,1491.6,1524.1,1555.8
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,238.2,242.3,247.0,250.7,254.6,257.8,260.7,264.2,267.6,270.7,274.9,278.3,283.2,288.9,295.6,300.8
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.5,137.1,139.1,140.5,142.7,144.8,147.2,150.1
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.7,33.1
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,39.3,40.1,41.5,42.1,42.9,43.7,44.5,45.3,46.1,46.9,47.8,48.9,49.7,51.0,52.3,53.4
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,22.2,22.5,23.9,24.5,24.9,25.1,25.6,26.1,26.6,27.3,27.9,28.4,28.8,29.6,30.4,30.9
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,50.6,51.7,53.7,54.7,56.1,57.5,59.0,60.3,61.5,62.8,64.3,65.1,66.4,68.1,69.7,71.0
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,69.1,71.0,74.3,76.9,78.9,80.9,83.3,85.2,87.0,88.9,90.6,92.0,94.2,96.4,98.6,101.2
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,114.7,117.2,123.4,126.4,129.4,132.5,135.8,139.1,142.5,145.8,149.1,152.6,156.3,160.2,164.1,167.6
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,82.0,83.4,85.2,86.5,88.3,90.0,91.9,93.7,95.3,97.0,98.5,99.6,101.1,103.1,105.1,106.7
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,36.0,37.0,38.1,38.9,39.7,40.5,41.4,42.3,43.2,43.9,45.0,45.7,46.6,47.8,48.8,49.6
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,55.0,55.9,59.5,60.5,61.6,62.4,63.5,64.7,65.8,67.3,68.8,70.1,71.7,73.1,74.3,75.6
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,66.4,68.3,75.5,77.3,79.3,81.4,83.6,85.7,88.2,90.4,92.5,94.5,96.4,98.2,100.0,101.6
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,58.9,59.7,63.7,65.1,66.5,68.0,69.4,70.9,72.3,73.8,75.4,76.8,78.4,80.4,82.3,84.2
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,75.8,76.9,81.1,82.5,84.6,86.7,89.1,91.4,93.6,95.7,97.6,99.4,101.4,74.9,77.1,78.5
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,159.9,162.5,163.9,166.0,169.1,171.6,174.6,177.3,51.5,52.3,53.3,54.1,54.8,55.8,56.7,57.6
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,67.6,68.8,72.4,73.2,74.9,76.4,78.3,80.1,81.8,83.7,85.6,86.8,88.3,90.3,92.2,93.9
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,420.9,420.9,429.0,445.2,448.2,448.5,455.1,460.9,467.6,478.1,487.7,497.0,505.5,517.1,528.3,539.2
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,131.0,131.0,134.4,134.3,134.1,133.5,133.6,134.1,135.6,136.4,144.2,146.9,150.6,156.0,161.3,166.5
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,72.5,72.5,73.8,73.1,74.4,75.7,77.8,79.5,81.4,82.5,83.8,85.1,85.6,86.5,88.4,90.4
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,8.8,9.0,9.1,9.2,9.3
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,14.0,14.0,10.3,10.3,10.2,10.2,10.3,10.4,10.5,15.7,16.1,16.5,16.8,17.1,17.1,17.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,34.3,34.3,35.0,45.7,46.0,45.8,46.3,46.9,47.3,47.8,48.3,48.7,49.2,49.8,50.4,51.1
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,14.6,14.6,16.2,15.8,15.8,15.5,15.5,15.7,15.8,16.0,16.2,16.4,16.6,17.0,17.4,17.7
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,40.7,40.7,38.8,39.0,39.8,40.3,41.4,42.4,43.3,44.1,41.6,42.4,43.3,44.4,45.4,46.3
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,48.5,48.5,51.2,50.4,50.9,51.3,52.1,52.6,53.3,54.1,47.6,48.4,49.1,50.0,51.0,51.7
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,6.7,6.7,5.2,5.1,5.0,4.6,4.7,4.7,4.6,4.6,4.7,4.8,5.0,5.2,5.1,5.1
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,23.1,23.1,29.5,29.3,29.7,29.6,30.7,31.1,31.9,32.3,32.6,33.0,33.7,34.2,34.4,34.8
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,35.5,35.5,34.6,42.2,42.3,42.0,42.7,43.5,43.9,44.6,45.4,46.0,46.6,47.8,48.6,49.3
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1458.8,1434.1,1551.0,1570.1,1593.2,1618.8,1641.9,1716.6,1743.7,1777.6,1815.1,1857.5,1899.5,1943.9,1989.4,2032.1
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,441.3,433.4,461.1,468.0,475.7,484.9,493.3,590.2,600.2,612.2,626.1,644.8,661.1,678.2,696.5,713.3999999999997
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,35.6,35.1,37.8,38.5,39.0,39.8,40.4,41.1,41.8,42.7,43.6,44.6,45.5,46.6,47.5,48.4
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,102.8,100.9,112.0,113.1,114.7,116.0,117.2,119.2,121.0,123.4,125.7,128.1,131.0,133.9,136.9,140.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,71.5,69.9,80.5,81.8,83.4,85.2,86.8,49.7,50.6,51.8,53.0,54.2,55.5,57.0,58.4,59.7
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,68.8,67.7,67.2,67.9,68.9,69.8,70.5,71.6,72.4,73.6,74.9,76.2,77.7,79.0,80.4,81.7
1714219,Pop tumani,Папский район,Pop district,Поп тумани,106.6,105.1,113.0,114.1,115.5,116.8,117.9,119.7,121.4,123.2,125.1,127.3,129.3,131.5,133.6,135.5
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,100.0,98.2,111.4,112.8,114.4,116.5,118.6,120.8,123.3,125.9,128.9,131.9,135.3,139.1,142.5,145.9
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,85.3,83.2,89.4,90.7,92.5,94.6,96.1,97.7,99.2,101.2,103.3,105.4,107.8,110.3,112.7,115.0
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,57.1,56.5,66.1,66.7,67.4,68.3,68.8,69.9,70.9,72.1,73.5,74.8,76.3,77.8,79.4,80.6
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,105.1,103.4,120.0,121.0,122.5,124.1,125.7,125.7,127.5,129.7,132.4,135.0,137.7,140.6,143.7,146.7
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,149.1,147.1,158.4,160.0,162.1,164.0,166.1,168.4,171.2,175.0,178.9,182.7,186.7,190.7,195.4,199.8
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,135.6,133.6,134.1,135.5,137.1,138.8,140.5,142.6,144.2,146.8,149.7,152.5,155.6,159.2,162.4,165.4
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1160.4,1145.8,1301.2,1312.7,1324.8,1337.0,1355.3,1372.8,1390.8,1414.7,1438.3,1458.7,1483.1,1513.0,1542.9,1570.6
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,399.7,395.0,500.9,504.3,509.0,513.6,519.2,523.8,529.6,538.2,546.3,551.7,561.7,572.8,585.2,595.8
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,77.8,76.9,80.6,80.9,82.0,83.2,84.6,86.0,86.9,88.0,89.6,90.6,91.9,93.4,94.9,95.9
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,53.2,52.7,56.4,57.0,57.6,58.1,59.0,59.9,60.7,61.3,62.2,63.0,63.8,65.2,66.5,68.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,35.1,34.4,37.6,37.9,38.2,38.4,39.0,39.7,40.2,41.0,41.7,42.3,42.8,43.9,44.7,45.5
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,32.9,32.4,34.0,34.4,34.9,35.2,35.6,36.3,36.9,37.7,38.4,39.2,39.9,40.7,41.5,42.4
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,58.5,57.8,63.9,64.5,64.6,64.9,65.5,66.0,66.9,67.8,69.0,70.3,71.5,72.8,74.0,75.4
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,45.4,44.6,46.8,47.4,47.8,48.1,48.9,49.6,50.2,51.1,52.0,52.7,53.4,54.4,55.2,56.0
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,12.1,12.0,12.4,12.3,12.1,12.0,12.0,12.0,12.1,12.2,12.3,12.5,12.6,12.9,13.2,13.3
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,53.0,52.5,58.9,59.2,59.6,60.0,61.0,61.7,62.3,63.1,63.8,64.6,65.1,66.0,66.9,67.7
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,62.8,62.1,66.8,67.1,67.5,68.0,68.9,69.6,70.4,71.7,72.8,73.5,74.4,75.4,76.5,77.5
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,82.7,81.9,84.1,85.1,85.7,86.4,87.5,88.7,89.7,90.9,92.0,93.5,94.8,96.6,98.1,99.7
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,26.5,26.4,26.4,26.2,26.2,26.2,26.6,27.0,27.2,27.7,28.2,28.6,28.6,29.0,29.2,29.5
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,14.6,14.3,13.5,13.9,13.9,13.9,14.1,14.3,14.5,14.9,15.3,15.8,16.1,16.6,16.9,17.3
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,13.0,12.7,15.8,16.0,16.2,16.2,16.5,16.6,16.8,17.0,17.3,17.5,17.7,18.0,18.3,18.5
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,172.7,170.0,181.9,185.0,187.8,190.8,194.6,198.8,203.1,208.2,213.0,217.9,223.1,228.8,234.6,240.3
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,20.4,20.1,21.2,21.5,21.7,22.0,22.3,22.8,23.3,23.9,24.4,25.0,25.7,26.5,27.2,27.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,767.9,767.9,807.9,819.2,831.5,845.2,861.1,877.6,893.3,910.6,954.0,971.2,993.3,1016.8,1041.0,1064.1
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,130.2,130.2,135.6,135.8,136.2,137.9,140.1,142.1,143.8,145.1,179.6,182.8,189.5,195.7,201.6,207.3
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,53.1,53.1,57.3,58.8,60.2,61.7,63.4,65.2,66.8,68.5,70.3,71.9,73.4,75.2,77.3,79.3
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,53.6,53.6,55.8,56.8,57.7,58.7,60.1,61.1,62.4,63.6,64.8,65.9,67.0,68.4,69.9,71.3
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,13.9,14.4,14.8,14.9,15.3
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,40.2,40.2,42.6,43.7,44.8,45.8,46.8,47.9,48.9,50.1,47.6,48.6,49.7,50.9,52.1,53.3
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,43.1,43.1,45.3,46.3,47.2,47.9,48.7,49.6,50.3,51.2,52.2,53.3,54.1,55.3,56.4,57.4
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,114.9,114.9,121.3,123.1,125.8,128.8,131.7,135.0,137.7,133.7,136.7,139.3,142.4,145.4,148.6,151.7
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,38.0,38.0,40.2,40.6,41.1,41.6,42.0,42.6,43.2,43.9,44.6,45.3,46.0,46.9,47.8,48.7
