Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,44420.0,50816.0,45447.0,38589.0,42228.0,31765.0,28069.0,20772.0,17579.0,13229.0,13648.0,20140.0,8790.0,17336.0,10842.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,12918.0,16730.0,10619.0,7541.0,6354.0,5143.0,4035.0,3738.0,3689.0,3590.0,1951.0,5878.0,4689.0,6959.0,4272.0
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,0.0,0.0,0.0,1656.0,1287.0,1107.0,870.0,939.0,925.0,710.0,373.0,1274.0,597.0,1536.0,1083.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,0.0,0.0,0.0,153.0,138.0,90.0,51.0,66.0,112.0,117.0,87.0,190.0,95.0,195.0,189.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,0.0,0.0,0.0,401.0,268.0,222.0,238.0,151.0,144.0,158.0,114.0,272.0,77.0,318.0,163.0
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,54.0,70.0,181.0,87.0
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,0.0,0.0,0.0,146.0,148.0,156.0,83.0,75.0,82.0,107.0,78.0,160.0,67.0,189.0,97.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,0.0,0.0,0.0,254.0,229.0,227.0,163.0,163.0,157.0,204.0,77.0,325.0,106.0,241.0,127.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,0.0,0.0,0.0,797.0,688.0,561.0,482.0,425.0,472.0,522.0,220.0,768.0,300.0,800.0,516.0
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,0.0,0.0,0.0,76.0,82.0,79.0,51.0,41.0,32.0,52.0,36.0,89.0,104.0,85.0,51.0
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,0.0,0.0,0.0,204.0,198.0,103.0,86.0,83.0,53.0,74.0,34.0,122.0,110.0,217.0,124.0
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,0.0,0.0,0.0,234.0,228.0,161.0,118.0,98.0,126.0,147.0,52.0,208.0,94.0,284.0,139.0
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,0.0,0.0,0.0,766.0,0.0,0.0,0.0,0.0,362.0,337.0,124.0,440.0,348.0,473.0,288.0
1735230,Taxtako‘pir tumani,Тахтакупырский район,Takhtakupyr district,Тахтакўпир тумани,0.0,0.0,0.0,554.0,572.0,427.0,268.0,267.0,223.0,218.0,104.0,261.0,1943.0,525.0,268.0
1735233,To‘rtko‘l tumani,Турткульский район,Turtkul district,Тўрткўл тумани,0.0,0.0,0.0,255.0,187.0,140.0,135.0,89.0,58.0,82.0,73.0,140.0,29.0,154.0,108.0
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,0.0,0.0,0.0,1140.0,1704.0,1306.0,1062.0,891.0,510.0,401.0,285.0,924.0,396.0,862.0,622.0
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,0.0,0.0,0.0,388.0,246.0,248.0,167.0,236.0,257.0,287.0,158.0,405.0,215.0,584.0,209.0
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,0.0,0.0,0.0,298.0,213.0,185.0,146.0,111.0,116.0,98.0,42.0,120.0,75.0,127.0,80.0
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,0.0,0.0,0.0,219.0,166.0,131.0,115.0,103.0,60.0,76.0,73.0,126.0,63.0,188.0,121.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,367.0,170.0,162.0,186.0,212.0,196.0,156.0,124.0,68.0,107.0,866.0,313.0,71.0,87.0,34.0
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,0.0,0.0,0.0,86.0,111.0,122.0,77.0,89.0,37.0,60.0,176.0,111.0,23.0,40.0,7.0
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,0.0,0.0,0.0,7.0,8.0,3.0,9.0,1.0,3.0,5.0,18.0,21.0,3.0,4.0,2.0
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,51.0,3.0,3.0,2.0,0.0
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,0.0,0.0,0.0,12.0,5.0,5.0,2.0,0.0,0.0,1.0,49.0,13.0,2.0,0.0,1.0
1703206,Baliqchi tumani,Балыкчинский район,Balykchi district,Балиқчи тумани,0.0,0.0,0.0,6.0,3.0,2.0,0.0,1.0,2.0,2.0,71.0,11.0,0.0,0.0,0.0
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,3.0,1.0,2.0,1.0
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,0.0,0.0,0.0,6.0,4.0,5.0,2.0,1.0,0.0,0.0,38.0,16.0,2.0,2.0,1.0
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,0.0,0.0,0.0,14.0,14.0,8.0,2.0,3.0,2.0,2.0,41.0,17.0,5.0,1.0,0.0
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,6.0,7.0,74.0,12.0,3.0,2.0,1.0
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,18.0,4.0,0.0,3.0,1.0
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,0.0,0.0,0.0,19.0,20.0,3.0,10.0,9.0,1.0,0.0,43.0,26.0,14.0,6.0,7.0
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,0.0,0.0,0.0,6.0,26.0,20.0,37.0,8.0,12.0,20.0,93.0,10.0,4.0,6.0,3.0
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,0.0,0.0,0.0,5.0,1.0,4.0,5.0,5.0,2.0,1.0,50.0,23.0,4.0,5.0,2.0
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,0.0,0.0,0.0,3.0,2.0,4.0,4.0,0.0,0.0,1.0,69.0,7.0,2.0,2.0,2.0
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,0.0,0.0,0.0,9.0,14.0,8.0,3.0,0.0,1.0,3.0,32.0,20.0,1.0,4.0,1.0
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,0.0,0.0,0.0,7.0,0.0,3.0,2.0,1.0,0.0,4.0,23.0,16.0,4.0,8.0,5.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,422.0,1019.0,790.0,847.0,716.0,403.0,339.0,253.0,316.0,115.0,413.0,205.0,82.0,153.0,86.0
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,0.0,0.0,0.0,217.0,160.0,69.0,150.0,105.0,155.0,21.0,80.0,88.0,26.0,22.0,20.0
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,0.0,0.0,0.0,111.0,116.0,50.0,50.0,37.0,39.0,27.0,21.0,21.0,4.0,12.0,11.0
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,0.0,0.0,0.0,12.0,17.0,4.0,5.0,7.0,2.0,0.0,16.0,5.0,0.0,0.0,0.0
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,0.0,0.0,0.0,16.0,15.0,7.0,16.0,5.0,6.0,2.0,36.0,5.0,3.0,1.0,2.0
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Бухоро тумани,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,3.0,20.0,7.0,3.0,0.0,0.0
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,0.0,0.0,0.0,204.0,155.0,152.0,39.0,43.0,15.0,0.0,59.0,8.0,18.0,5.0,2.0
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,0.0,0.0,0.0,0.0,11.0,4.0,0.0,2.0,11.0,4.0,14.0,4.0,1.0,12.0,0.0
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,0.0,0.0,0.0,11.0,4.0,14.0,0.0,4.0,5.0,2.0,35.0,5.0,0.0,1.0,0.0
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,0.0,0.0,0.0,116.0,81.0,20.0,23.0,14.0,25.0,17.0,10.0,22.0,9.0,37.0,14.0
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,0.0,0.0,0.0,7.0,4.0,19.0,0.0,14.0,3.0,9.0,26.0,1.0,3.0,9.0,3.0
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,0.0,0.0,0.0,128.0,137.0,47.0,41.0,16.0,44.0,26.0,31.0,36.0,15.0,46.0,28.0
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,0.0,0.0,0.0,14.0,7.0,8.0,2.0,1.0,1.0,2.0,29.0,2.0,0.0,0.0,0.0
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,0.0,0.0,0.0,11.0,9.0,8.0,6.0,3.0,9.0,2.0,36.0,1.0,0.0,8.0,6.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,2392.0,1623.0,1198.0,756.0,593.0,441.0,412.0,248.0,236.0,222.0,413.0,220.0,119.0,151.0,107.0
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,0.0,0.0,0.0,185.0,145.0,148.0,124.0,76.0,73.0,52.0,53.0,58.0,21.0,34.0,18.0
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,0.0,0.0,0.0,22.0,21.0,10.0,3.0,2.0,5.0,8.0,15.0,8.0,4.0,9.0,0.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,47.0,2.0,5.0,3.0,0.0
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,0.0,0.0,0.0,17.0,13.0,23.0,11.0,5.0,4.0,12.0,49.0,7.0,18.0,4.0,3.0
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,0.0,0.0,0.0,18.0,6.0,8.0,6.0,3.0,5.0,7.0,60.0,5.0,18.0,11.0,3.0
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,0.0,0.0,0.0,30.0,36.0,24.0,27.0,23.0,8.0,19.0,24.0,30.0,7.0,10.0,12.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,0.0,0.0,0.0,1.0,4.0,4.0,9.0,4.0,2.0,3.0,47.0,5.0,3.0,1.0,0.0
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,0.0,0.0,0.0,3.0,9.0,16.0,13.0,10.0,2.0,4.0,26.0,5.0,2.0,1.0,0.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,0.0,0.0,0.0,318.0,273.0,139.0,118.0,78.0,61.0,58.0,36.0,53.0,19.0,55.0,36.0
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,0.0,0.0,0.0,56.0,14.0,15.0,18.0,10.0,23.0,7.0,9.0,9.0,5.0,7.0,7.0
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,0.0,0.0,0.0,21.0,30.0,19.0,51.0,12.0,20.0,14.0,16.0,22.0,1.0,2.0,12.0
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,0.0,0.0,0.0,84.0,41.0,32.0,29.0,24.0,29.0,35.0,25.0,13.0,14.0,14.0,16.0
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,3.0,2.0,0.0,0.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,270.0,232.0,248.0,177.0,220.0,259.0,244.0,208.0,91.0,118.0,923.0,242.0,57.0,56.0,35.0
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,0.0,0.0,0.0,112.0,136.0,135.0,117.0,102.0,64.0,71.0,73.0,83.0,30.0,25.0,21.0
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,52.0,17.0,0.0,2.0,4.0
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,3.0,85.0,17.0,3.0,5.0,1.0
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,2.0,0.0,0.0,2.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,94.0,5.0,1.0,2.0,1.0
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,0.0,0.0,0.0,31.0,18.0,5.0,6.0,4.0,0.0,0.0,103.0,18.0,4.0,0.0,0.0
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,0.0,0.0,0.0,1.0,17.0,5.0,5.0,5.0,4.0,4.0,72.0,7.0,5.0,3.0,1.0
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,0.0,0.0,0.0,2.0,1.0,3.0,5.0,4.0,2.0,7.0,65.0,9.0,2.0,2.0,1.0
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,34.0,16.0,2.0,2.0,1.0
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,0.0,0.0,0.0,9.0,14.0,10.0,7.0,16.0,9.0,17.0,25.0,16.0,2.0,0.0,0.0
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,0.0,0.0,0.0,8.0,19.0,33.0,26.0,22.0,1.0,2.0,40.0,28.0,3.0,7.0,1.0
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,42.0,14.0,2.0,1.0,0.0
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,0.0,0.0,0.0,9.0,0.0,0.0,3.0,6.0,0.0,2.0,100.0,5.0,1.0,4.0,1.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,0.0,0.0,0.0,4.0,12.0,62.0,55.0,30.0,3.0,1.0,53.0,2.0,1.0,3.0,1.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,5.0,52.0,3.0,1.0,0.0,0.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,3864.0,8348.0,9343.0,5459.0,5446.0,2832.0,2312.0,2320.0,2061.0,1336.0,510.0,1030.0,330.0,2182.0,1563.0
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,0.0,0.0,0.0,1196.0,1247.0,543.0,720.0,436.0,198.0,134.0,75.0,205.0,41.0,86.0,128.0
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,0.0,0.0,0.0,1847.0,1865.0,908.0,777.0,771.0,647.0,358.0,81.0,252.0,56.0,565.0,411.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,0.0,0.0,0.0,621.0,644.0,522.0,241.0,362.0,332.0,296.0,81.0,240.0,84.0,477.0,348.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,0.0,0.0,0.0,7.0,8.0,7.0,4.0,3.0,11.0,2.0,31.0,6.0,3.0,1.0,2.0
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,0.0,0.0,0.0,2.0,7.0,1.0,2.0,2.0,2.0,0.0,23.0,9.0,4.0,5.0,1.0
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,0.0,0.0,0.0,14.0,26.0,18.0,16.0,11.0,12.0,10.0,31.0,22.0,8.0,11.0,2.0
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,0.0,0.0,0.0,18.0,55.0,58.0,20.0,24.0,40.0,15.0,46.0,14.0,16.0,40.0,9.0
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,0.0,0.0,0.0,555.0,383.0,263.0,175.0,305.0,271.0,100.0,22.0,106.0,54.0,523.0,381.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,0.0,0.0,0.0,1189.0,1202.0,502.0,350.0,401.0,543.0,419.0,63.0,171.0,39.0,474.0,276.0
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,0.0,0.0,0.0,10.0,9.0,10.0,7.0,5.0,5.0,2.0,53.0,5.0,25.0,0.0,5.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,317.0,252.0,273.0,303.0,225.0,172.0,158.0,126.0,152.0,124.0,1041.0,240.0,143.0,65.0,38.0
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,0.0,0.0,0.0,197.0,144.0,100.0,84.0,87.0,96.0,80.0,353.0,113.0,28.0,29.0,12.0
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,0.0,0.0,0.0,16.0,20.0,9.0,5.0,1.0,8.0,4.0,35.0,4.0,11.0,0.0,0.0
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,0.0,0.0,0.0,29.0,10.0,14.0,5.0,13.0,10.0,8.0,55.0,7.0,14.0,3.0,1.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,69.0,3.0,12.0,1.0,3.0
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,26.0,3.0,2.0,5.0
1714219,Pop tumani,Папский район,Pop district,Поп тумани,0.0,0.0,0.0,7.0,15.0,12.0,20.0,7.0,5.0,9.0,54.0,20.0,15.0,7.0,4.0
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,0.0,0.0,0.0,16.0,2.0,9.0,4.0,3.0,1.0,0.0,59.0,7.0,14.0,5.0,0.0
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,0.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,1.0,3.0,84.0,9.0,17.0,0.0,2.0
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,0.0,0.0,0.0,17.0,18.0,9.0,8.0,4.0,6.0,3.0,50.0,19.0,13.0,9.0,1.0
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,0.0,0.0,0.0,6.0,6.0,5.0,5.0,2.0,10.0,0.0,66.0,8.0,4.0,1.0,4.0
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,0.0,0.0,0.0,10.0,6.0,9.0,7.0,5.0,5.0,12.0,69.0,12.0,4.0,4.0,4.0
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,0.0,0.0,0.0,2.0,1.0,4.0,10.0,1.0,10.0,2.0,85.0,12.0,8.0,4.0,2.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,1039.0,647.0,676.0,1474.0,1390.0,1058.0,981.0,556.0,442.0,403.0,990.0,626.0,243.0,209.0,169.0
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,0.0,0.0,0.0,1065.0,1038.0,783.0,767.0,350.0,299.0,251.0,201.0,370.0,89.0,135.0,58.0
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,0.0,0.0,0.0,59.0,81.0,62.0,43.0,31.0,34.0,34.0,28.0,30.0,20.0,24.0,67.0
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,0.0,0.0,0.0,20.0,7.0,3.0,3.0,5.0,13.0,6.0,20.0,2.0,10.0,2.0,0.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,0.0,0.0,0.0,46.0,30.0,15.0,13.0,7.0,9.0,8.0,31.0,15.0,12.0,1.0,7.0
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,0.0,0.0,0.0,50.0,38.0,25.0,13.0,9.0,4.0,6.0,30.0,8.0,0.0,2.0,2.0
